material_id,subject,subcategory,grade_levels,material_type,school_type,content_type,is_bundle,price,author_category,bestseller_rating,total_pages,engagement_score,created_days_ago,author_id,title,grade_levels_str
mat_003574,Deutsch,Anfangsunterricht,"['2. Klasse', '3. Klasse', '4. Klasse', '5. Klasse']",Unterrichtsreihen,Sek I Mittlere Schulform,standalone,0,5.3,Eggs,19.795480215992807,7,3.238914690020615,817,author_0260,Anfangsunterricht - Unterrichtsreihen,"2. Klasse, 3. Klasse, 4. Klasse, 5. Klasse"
mat_003575,Kunst,Epochen,"['10. Klasse', '11. Klasse', '12. Klasse', '13. Klasse']",Interaktives Material,Sek I Mittlere Schulform,interactive,0,8.87,Dragon,123.24898134401433,9,9.256875182300593,204,author_0474,Epochen - Interaktives Material,"10. Klasse, 11. Klasse, 12. Klasse, 13. Klasse"
mat_003576,Englisch,Sprechen,"['8. Klasse', '9. Klasse', '10. Klasse']",Bildkarten,Sek II,standalone,0,3.3,Cub,79.96217817451695,9,5.348620065574883,614,author_0687,Sprechen - Bildkarten,"8. Klasse, 9. Klasse, 10. Klasse"
mat_003577,Kunst,Theorie,"['5. Klasse', '6. Klasse']",Interaktives Material,Sek II,interactive,1,7.380325791454822,Eggs,44.8850329273957,54,5.628095142822502,713,author_0039,Theorie - Sparpaket,"5. Klasse, 6. Klasse"
mat_003578,Englisch,Grammatik,['1. Klasse'],Spiele,Kita / Vorschule,standalone,0,0.69,Eggs,16.604292501111946,11,3.3111713226386486,300,author_0539,Grammatik - Spiele,1. Klasse
mat_003579,Mathematik,Zahlen & Operationen,['12. Klasse'],Experimente,Berufsschule,hybrid,0,4.98,Cub,0.0339029872349683,11,6.917222163158711,629,author_0589,Zahlen & Operationen - Experimente,12. Klasse
mat_003580,Englisch,Grammatik,"['3. Klasse', '4. Klasse']",Merkblätter,Sek I Gymnasium,standalone,0,7.86,Cub,201.71442437865585,11,3.844907161054819,192,author_0173,Grammatik - Merkblätter,"3. Klasse, 4. Klasse"
mat_003581,Fachunterricht,Chemie,"['7. Klasse', '8. Klasse']",Spiele,Sek I Gymnasium,hybrid,1,3.9901331286541106,Eggs,37.59290530993608,60,1.8790534304597748,4,author_0740,Chemie - Sparpaket,"7. Klasse, 8. Klasse"
mat_003582,Englisch,Wortschatz,"['4. Klasse', '5. Klasse', '6. Klasse']",Klassenarbeiten,Förderunterricht,standalone,1,30.77669732302216,Eggs,78.28822517655534,63,3.1652000229862765,337,author_0078,Wortschatz - Sparpaket,"4. Klasse, 5. Klasse, 6. Klasse"
mat_003583,Fachunterricht,Chemie,['9. Klasse'],Unterrichtsreihen,Sek II,standalone,1,19.592789487798978,Bear,1.9754898120317173,40,4.136130212516492,325,author_0192,Chemie - Sparpaket,9. Klasse
mat_003584,Deutsch,Lesen,"['5. Klasse', '6. Klasse']",Klassenarbeiten,Grundschule,interactive,0,4.55,Bear,131.37494842649588,12,3.3804469681468716,879,author_0263,Lesen - Klassenarbeiten,"5. Klasse, 6. Klasse"
mat_003585,Mathematik,Funktionen,"['10. Klasse', '11. Klasse']",Stationenlernen,Förderunterricht,interactive,0,4.85,Bear,131.64634200980058,12,3.118734957871524,810,author_0864,Funktionen - Stationenlernen,"10. Klasse, 11. Klasse"
mat_003586,Mathematik,Geometrie,"['6. Klasse', '7. Klasse']",Stationenlernen,Sek II,interactive,0,4.79,Bear,7.265391011121293,11,4.46550663743732,72,author_0580,Geometrie - Stationenlernen,"6. Klasse, 7. Klasse"
mat_003587,Kunst,Basteln,"['7. Klasse', '8. Klasse']",Klassenarbeiten,Sek I Mittlere Schulform,standalone,1,14.554374140271266,Eggs,0.6005262920789467,42,7.053894959298579,322,author_0215,Basteln - Sparpaket,"7. Klasse, 8. Klasse"
mat_003588,Mathematik,Grundrechenarten,['10. Klasse'],Videos,Berufsschule,standalone,0,8.95,Innovators,1.84809573612272,5,8.50245219629088,631,author_0395,Grundrechenarten - Videos,10. Klasse
mat_003589,Fachunterricht,Religion,"['2. Klasse', '3. Klasse']",Stationenlernen,Grundschule,interactive,0,5.1,Eggs,20.672161111763987,8,2.016361567943788,1056,author_0764,Religion - Stationenlernen,"2. Klasse, 3. Klasse"
mat_003590,Englisch,Leseverstehen,"['2. Klasse', '3. Klasse', '4. Klasse']",Präsentationen/Tafelbilder,Sek II,standalone,0,7.16,Dragon,146.81490572177134,6,2.5965997473518687,540,author_0138,Leseverstehen - Präsentationen/Tafelbilder,"2. Klasse, 3. Klasse, 4. Klasse"
mat_003591,Englisch,Wortschatz,['6. Klasse'],Videos,Grundschule,standalone,0,44.17,Dragon,38.478306912435286,8,2.984991645414368,287,author_0940,Wortschatz - Videos,6. Klasse
mat_003592,Mathematik,Geometrie,"['4. Klasse', '5. Klasse']",Test,Berufsschule,interactive,0,10.98,Eggs,24.172011313102747,9,3.46894760562067,555,author_0300,Geometrie - Test,"4. Klasse, 5. Klasse"
mat_003593,Kunst,Werken,['1. Klasse'],Interaktives Material,Förderunterricht,hybrid,0,5.0,Cub,18.393674679747818,8,3.7000998289840568,212,author_0880,Werken - Interaktives Material,1. Klasse
mat_003594,Deutsch,Sprechen & Zuhören,['9. Klasse'],Klassenarbeiten,Sek II,standalone,1,22.44773930068197,Innovators,15.03834533455547,33,8.636890266462748,503,author_0777,Sprechen & Zuhören - Sparpaket,9. Klasse
mat_003595,Mathematik,Geometrie,"['8. Klasse', '9. Klasse', '10. Klasse', '11. Klasse']",Experimente,Kita / Vorschule,standalone,0,2.49,Eggs,35.332284205279315,7,4.265426342796074,739,author_0100,Geometrie - Experimente,"8. Klasse, 9. Klasse, 10. Klasse, 11. Klasse"
mat_003596,Deutsch,Sprechen & Zuhören,['9. Klasse'],Klassenarbeiten,Kita / Vorschule,interactive,0,1.16,Eggs,20.080289343784028,11,5.960769866266506,8,author_0998,Sprechen & Zuhören - Klassenarbeiten,9. Klasse
mat_003597,Englisch,Wortschatz,['10. Klasse'],Präsentationen/Tafelbilder,Sek I Gymnasium,hybrid,0,14.47,Cub,157.4526480455172,11,3.2179530832959418,790,author_0622,Wortschatz - Präsentationen/Tafelbilder,10. Klasse
mat_003598,Kunst,Werken,['12. Klasse'],Fördermaterial/Inklusion,Förderunterricht,interactive,0,1.29,Dragon,87.17307723229275,6,2.0842955825837435,825,author_0740,Werken - Fördermaterial/Inklusion,12. Klasse
mat_003599,Deutsch,Sprechen & Zuhören,['9. Klasse'],Präsentationen/Tafelbilder,Sek II,interactive,0,2.14,Cub,75.0302080829277,10,1.031876638834984,878,author_0503,Sprechen & Zuhören - Präsentationen/Tafelbilder,9. Klasse
mat_003600,Kunst,Theorie,['3. Klasse'],Bildkarten,Förderunterricht,standalone,1,6.6893536040319646,Eggs,0.1189638679502596,72,0.8868512884143114,954,author_0764,Theorie - Sparpaket,3. Klasse
mat_003601,Englisch,Sprechen,['11. Klasse'],Präsentationen/Tafelbilder,Sek I Gymnasium,interactive,0,17.18,Bear,32.81619734014983,10,6.09407267780329,98,author_0091,Sprechen - Präsentationen/Tafelbilder,11. Klasse
mat_003602,Englisch,Wortschatz,"['5. Klasse', '6. Klasse', '7. Klasse']",Bildkarten,Berufsschule,standalone,1,8.973914026648627,Innovators,20.953487696355808,42,8.668990896614588,356,author_0263,Wortschatz - Sparpaket,"5. Klasse, 6. Klasse, 7. Klasse"
mat_003603,Englisch,Sprechen,"['7. Klasse', '8. Klasse']",Fördermaterial/Inklusion,Sek I Gymnasium,interactive,1,40.79378074003849,Bear,170.52555389309438,27,5.511444658021895,928,author_0765,Sprechen - Sparpaket,"7. Klasse, 8. Klasse"
mat_003604,Kunst,Epochen,"['5. Klasse', '6. Klasse', '7. Klasse']",Fördermaterial/Inklusion,Sek I Mittlere Schulform,interactive,0,5.07,Cub,59.19782323120296,6,5.716498607131809,865,author_0542,Epochen - Fördermaterial/Inklusion,"5. Klasse, 6. Klasse, 7. Klasse"
mat_003605,Englisch,Leseverstehen,['5. Klasse'],Merkblätter,Förderunterricht,standalone,0,2.66,Eggs,10.596912219488578,6,4.610299343323438,1025,author_0340,Leseverstehen - Merkblätter,5. Klasse
mat_003606,Deutsch,Schreiben,"['3. Klasse', '4. Klasse', '5. Klasse', '6. Klasse']",Interaktives Material,Förderunterricht,hybrid,1,21.945447187567165,Bear,32.27646983412385,24,2.954564656856263,150,author_0450,Schreiben - Sparpaket,"3. Klasse, 4. Klasse, 5. Klasse, 6. Klasse"
mat_003607,Kunst,Malen & Zeichnen,['9. Klasse'],Spiele,Förderunterricht,hybrid,0,4.49,Bear,14.943606678976531,10,4.20709302510676,607,author_0759,Malen & Zeichnen - Spiele,9. Klasse
mat_003608,Fachunterricht,Chemie,"['8. Klasse', '9. Klasse']",Test,Kita / Vorschule,hybrid,0,6.69,Bear,98.42942181327803,6,4.408646183824562,700,author_0842,Chemie - Test,"8. Klasse, 9. Klasse"
mat_003609,Deutsch,Sprache untersuchen,"['8. Klasse', '9. Klasse']",Videos,Kita / Vorschule,hybrid,0,5.88,Dragon,92.36754975765865,11,3.5678811558443875,618,author_0369,Sprache untersuchen - Videos,"8. Klasse, 9. Klasse"
mat_003610,Englisch,Grammatik,['3. Klasse'],Experimente,Berufsschule,hybrid,0,10.23,Eggs,106.95716724930091,14,2.8680508533766,127,author_0773,Grammatik - Experimente,3. Klasse
mat_003611,Kunst,Basteln,"['10. Klasse', '11. Klasse']",Klassenarbeiten,Sek II,interactive,1,17.479552510443376,Innovators,8.165125791214777,24,5.328977310137319,905,author_0945,Basteln - Sparpaket,"10. Klasse, 11. Klasse"
mat_003612,Deutsch,Lesen,['5. Klasse'],Mal- und Bastelvorlagen,Sek I Gymnasium,interactive,0,1.68,Cub,35.26834452984738,8,2.95262220280286,995,author_0989,Lesen - Mal- und Bastelvorlagen,5. Klasse
mat_003613,Deutsch,Schreiben,['10. Klasse'],Test,Grundschule,hybrid,0,10.73,Eggs,51.86609078349641,12,7.433619147982941,562,author_0058,Schreiben - Test,10. Klasse
mat_003614,Englisch,Sprechen,"['11. Klasse', '12. Klasse']",Merkblätter,Kita / Vorschule,hybrid,0,4.43,Bear,132.25968602238225,5,2.9310488247460826,12,author_0824,Sprechen - Merkblätter,"11. Klasse, 12. Klasse"
mat_003615,Englisch,Schreiben,"['8. Klasse', '9. Klasse', '10. Klasse']",Experimente,Förderunterricht,interactive,0,9.05,Dragon,58.2053965016444,6,0.7709790238455596,358,author_0010,Schreiben - Experimente,"8. Klasse, 9. Klasse, 10. Klasse"
mat_003616,Mathematik,Stochastik,"['5. Klasse', '6. Klasse']",Mal- und Bastelvorlagen,Grundschule,standalone,1,19.37011481665661,Bear,18.432024497421338,70,0.37677096511711783,358,author_0145,Stochastik - Sparpaket,"5. Klasse, 6. Klasse"
mat_003617,Fachunterricht,Religion,"['5. Klasse', '6. Klasse', '7. Klasse']",Stundenentwürfe,Sek I Gymnasium,interactive,0,5.63,Eggs,169.44729803244675,8,4.0883675828165025,584,author_0661,Religion - Stundenentwürfe,"5. Klasse, 6. Klasse, 7. Klasse"
mat_003618,Deutsch,Schreiben,['8. Klasse'],Spiele,Kita / Vorschule,standalone,0,4.87,Eggs,16.76811313530818,9,1.2094552794244904,743,author_0174,Schreiben - Spiele,8. Klasse
mat_003619,Deutsch,Sprechen & Zuhören,"['3. Klasse', '4. Klasse']",Stundenentwürfe,Grundschule,hybrid,1,37.692057490747914,Innovators,105.51017918516357,36,5.046537985941187,513,author_0566,Sprechen & Zuhören - Sparpaket,"3. Klasse, 4. Klasse"
mat_003620,Fachunterricht,Chemie,['8. Klasse'],Mal- und Bastelvorlagen,Sek II,hybrid,0,6.89,Cub,12.425908116847442,4,0.7028943934857678,699,author_0502,Chemie - Mal- und Bastelvorlagen,8. Klasse
mat_003621,Deutsch,Schreiben,"['9. Klasse', '10. Klasse']",Videos,Berufsschule,hybrid,0,5.08,Eggs,2.085228645433801,11,1.8976182496987364,850,author_0655,Schreiben - Videos,"9. Klasse, 10. Klasse"
mat_003622,Englisch,Schreiben,['5. Klasse'],Klassenarbeiten,Kita / Vorschule,interactive,0,9.3,Innovators,76.3262036077168,16,2.8294725399477665,369,author_0882,Schreiben - Klassenarbeiten,5. Klasse
mat_003623,Kunst,Epochen,"['12. Klasse', '13. Klasse']",Bildkarten,Grundschule,hybrid,0,27.86,Bear,150.4170093741009,7,2.8914442135085565,505,author_0103,Epochen - Bildkarten,"12. Klasse, 13. Klasse"
mat_003624,Fachunterricht,Religion,"['5. Klasse', '6. Klasse', '7. Klasse']",Experimente,Sek I Gymnasium,standalone,0,4.43,Cub,18.28531397884744,7,3.2472896697558955,643,author_0583,Religion - Experimente,"5. Klasse, 6. Klasse, 7. Klasse"
mat_003625,Deutsch,Sprache untersuchen,['7. Klasse'],Test,Sek I Gymnasium,standalone,0,4.27,Cub,1.5273557326353904,11,0.756007455614434,238,author_0195,Sprache untersuchen - Test,7. Klasse
mat_003626,Fachunterricht,Geschichte,"['5. Klasse', '6. Klasse']",Experimente,Sek II,hybrid,0,3.57,Eggs,115.85718522225659,10,4.049491940452276,348,author_0526,Geschichte - Experimente,"5. Klasse, 6. Klasse"
mat_003627,Mathematik,Funktionen,['9. Klasse'],Test,Sek I Gymnasium,interactive,0,4.4,Eggs,117.07608997296074,7,0.6448613043548816,97,author_0751,Funktionen - Test,9. Klasse
mat_003628,Englisch,Wortschatz,"['8. Klasse', '9. Klasse']",Interaktives Material,Sek II,standalone,0,6.43,Bear,3.469058675121656,6,5.909662064356817,531,author_0741,Wortschatz - Interaktives Material,"8. Klasse, 9. Klasse"
mat_003629,Englisch,Leseverstehen,"['3. Klasse', '4. Klasse', '5. Klasse']",Unterrichtsreihen,Sek II,interactive,0,0.98,Eggs,76.5065673161145,10,1.9684216844985267,357,author_0901,Leseverstehen - Unterrichtsreihen,"3. Klasse, 4. Klasse, 5. Klasse"
mat_003630,Kunst,Malen & Zeichnen,['9. Klasse'],Fördermaterial/Inklusion,Förderunterricht,hybrid,0,1.75,Cub,5.187103670736355,11,1.4387083010257216,624,author_0606,Malen & Zeichnen - Fördermaterial/Inklusion,9. Klasse
mat_003631,Englisch,Schreiben,"['9. Klasse', '10. Klasse', '11. Klasse']",Spiele,Sek I Gymnasium,interactive,0,3.18,Eggs,8.18782009660456,9,3.3462921377868122,960,author_0498,Schreiben - Spiele,"9. Klasse, 10. Klasse, 11. Klasse"
mat_003632,Englisch,Sprechen,"['8. Klasse', '9. Klasse']",Videos,Berufsschule,hybrid,0,4.48,Dragon,12.468760238599089,5,3.265712233023521,189,author_0890,Sprechen - Videos,"8. Klasse, 9. Klasse"
mat_003633,Kunst,Werken,['9. Klasse'],Interaktives Material,Kita / Vorschule,interactive,0,14.0,Cub,64.24435194152285,9,2.4808531416324078,855,author_0076,Werken - Interaktives Material,9. Klasse
mat_003634,Kunst,Malen & Zeichnen,"['4. Klasse', '5. Klasse', '6. Klasse', '7. Klasse']",Präsentationen/Tafelbilder,Berufsschule,interactive,0,2.56,Cub,12.383518384709195,16,5.386118779135634,788,author_0422,Malen & Zeichnen - Präsentationen/Tafelbilder,"4. Klasse, 5. Klasse, 6. Klasse, 7. Klasse"
mat_003635,Kunst,Basteln,"['2. Klasse', '3. Klasse', '4. Klasse']",Test,Förderunterricht,hybrid,1,6.8117490465802355,Innovators,35.38467154711762,60,3.1981718087438846,740,author_0286,Basteln - Sparpaket,"2. Klasse, 3. Klasse, 4. Klasse"
mat_003636,Fachunterricht,Chemie,"['8. Klasse', '9. Klasse', '10. Klasse']",Quiz,Sek I Gymnasium,interactive,1,90.11076537869174,Cub,2.659969908820067,36,7.273629655838098,919,author_0880,Chemie - Sparpaket,"8. Klasse, 9. Klasse, 10. Klasse"
mat_003637,Deutsch,Sprache untersuchen,"['8. Klasse', '9. Klasse']",Test,Sek I Mittlere Schulform,standalone,1,27.021952433367268,Innovators,7.709893769487948,60,5.503687715097744,296,author_0646,Sprache untersuchen - Sparpaket,"8. Klasse, 9. Klasse"
mat_003638,Kunst,Werken,"['2. Klasse', '3. Klasse', '4. Klasse']",Unterrichtsreihen,Sek I Gymnasium,interactive,0,2.82,Cub,16.13192614179798,10,2.9004317400860007,256,author_0146,Werken - Unterrichtsreihen,"2. Klasse, 3. Klasse, 4. Klasse"
mat_003639,Mathematik,Geometrie,"['8. Klasse', '9. Klasse']",Unterrichtsreihen,Kita / Vorschule,interactive,1,11.578262304273704,Dragon,47.319128387954535,55,7.264995820499127,1093,author_0866,Geometrie - Sparpaket,"8. Klasse, 9. Klasse"
mat_003640,Fachunterricht,Erdkunde,"['8. Klasse', '9. Klasse', '10. Klasse', '11. Klasse']",Stundenentwürfe,Grundschule,standalone,0,5.36,Innovators,155.49419525724784,13,3.551876746049764,791,author_0870,Erdkunde - Stundenentwürfe,"8. Klasse, 9. Klasse, 10. Klasse, 11. Klasse"
mat_003641,Fachunterricht,Religion,"['1. Klasse', '2. Klasse', '3. Klasse', '4. Klasse']",Unterrichtsreihen,Sek II,hybrid,0,7.51,Cub,13.11148322148864,8,2.8809145989668714,522,author_0534,Religion - Unterrichtsreihen,"1. Klasse, 2. Klasse, 3. Klasse, 4. Klasse"
mat_003642,Fachunterricht,Biologie,['6. Klasse'],Merkblätter,Grundschule,hybrid,0,4.26,Cub,68.38921053673815,10,4.670845452187739,224,author_0528,Biologie - Merkblätter,6. Klasse
mat_003643,Fachunterricht,Geschichte,"['3. Klasse', '4. Klasse']",Stationenlernen,Kita / Vorschule,hybrid,1,41.86541181128399,Bear,52.94881917098768,32,2.010615138132667,1053,author_0389,Geschichte - Sparpaket,"3. Klasse, 4. Klasse"
mat_003644,Deutsch,Sprechen & Zuhören,"['10. Klasse', '11. Klasse', '12. Klasse', '13. Klasse']",Unterrichtsreihen,Sek II,interactive,0,3.28,Cub,21.343367112155942,4,0.7445873256297416,427,author_0764,Sprechen & Zuhören - Unterrichtsreihen,"10. Klasse, 11. Klasse, 12. Klasse, 13. Klasse"
mat_003645,Deutsch,Anfangsunterricht,"['8. Klasse', '9. Klasse', '10. Klasse']",Arbeitsblätter,Sek II,hybrid,0,3.49,Cub,19.679121790598973,6,1.1201513093638844,968,author_0091,Anfangsunterricht - Arbeitsblätter,"8. Klasse, 9. Klasse, 10. Klasse"
mat_003646,Englisch,Sprechen,"['6. Klasse', '7. Klasse', '8. Klasse', '9. Klasse']",Mal- und Bastelvorlagen,Kita / Vorschule,standalone,1,18.925464953692167,Cub,41.90961255773311,56,2.092049178180352,863,author_0632,Sprechen - Sparpaket,"6. Klasse, 7. Klasse, 8. Klasse, 9. Klasse"
mat_003647,Fachunterricht,Chemie,['1. Klasse'],Merkblätter,Förderunterricht,interactive,1,9.506985410121299,Dragon,7.858862015145367,50,2.8931569936302965,905,author_0036,Chemie - Sparpaket,1. Klasse
mat_003648,Englisch,Wortschatz,"['12. Klasse', '13. Klasse']",Stationenlernen,Sek II,standalone,0,7.0,Eggs,45.40317233436727,6,0.7085728965980956,354,author_0849,Wortschatz - Stationenlernen,"12. Klasse, 13. Klasse"
mat_003649,Deutsch,Schreiben,['5. Klasse'],Merkblätter,Sek II,interactive,0,2.2,Cub,16.525483643304593,10,5.754194046144607,434,author_0959,Schreiben - Merkblätter,5. Klasse
mat_003650,Kunst,Werken,"['10. Klasse', '11. Klasse']",Bildkarten,Sek I Gymnasium,standalone,0,1.91,Dragon,22.370244420573407,8,9.596950338820534,990,author_0257,Werken - Bildkarten,"10. Klasse, 11. Klasse"
mat_003651,Kunst,Werken,"['2. Klasse', '3. Klasse']",Unterrichtsreihen,Förderunterricht,hybrid,0,7.92,Eggs,23.991773391218395,6,3.1153912087466136,102,author_0631,Werken - Unterrichtsreihen,"2. Klasse, 3. Klasse"
mat_003652,Deutsch,Sprache untersuchen,['2. Klasse'],Fördermaterial/Inklusion,Grundschule,interactive,0,13.47,Bear,25.09125399564954,6,2.837014566539304,770,author_0742,Sprache untersuchen - Fördermaterial/Inklusion,2. Klasse
mat_003653,Deutsch,Sprache untersuchen,['8. Klasse'],Stundenentwürfe,Sek I Gymnasium,hybrid,0,7.57,Bear,14.142783177531104,9,1.5853861270321434,671,author_0155,Sprache untersuchen - Stundenentwürfe,8. Klasse
mat_003654,Fachunterricht,Chemie,"['2. Klasse', '3. Klasse']",Interaktives Material,Förderunterricht,standalone,0,9.62,Eggs,103.36979840978478,3,3.023428932042574,807,author_0898,Chemie - Interaktives Material,"2. Klasse, 3. Klasse"
mat_003655,Kunst,Epochen,['6. Klasse'],Videos,Sek II,hybrid,0,11.12,Bear,16.120209376956016,12,0.7522514448968752,173,author_0713,Epochen - Videos,6. Klasse
mat_003656,Deutsch,Sprache untersuchen,"['9. Klasse', '10. Klasse', '11. Klasse', '12. Klasse']",Mal- und Bastelvorlagen,Sek I Gymnasium,standalone,0,3.72,Eggs,60.79616889892512,9,1.1156280968562677,1018,author_0254,Sprache untersuchen - Mal- und Bastelvorlagen,"9. Klasse, 10. Klasse, 11. Klasse, 12. Klasse"
mat_003657,Fachunterricht,Geschichte,"['6. Klasse', '7. Klasse']",Stundenentwürfe,Berufsschule,interactive,0,10.51,Cub,9.688199538288389,4,3.5812573725237358,604,author_0994,Geschichte - Stundenentwürfe,"6. Klasse, 7. Klasse"
mat_003658,Kunst,Basteln,['11. Klasse'],Klassenarbeiten,Grundschule,interactive,0,4.86,Cub,24.041701956282115,17,3.325681557126684,689,author_0072,Basteln - Klassenarbeiten,11. Klasse
mat_003659,Fachunterricht,Erdkunde,"['7. Klasse', '8. Klasse', '9. Klasse', '10. Klasse']",Stationenlernen,Grundschule,interactive,0,14.95,Bear,111.84428238594639,8,2.016286519672323,688,author_0422,Erdkunde - Stationenlernen,"7. Klasse, 8. Klasse, 9. Klasse, 10. Klasse"
mat_003660,Kunst,Basteln,"['1. Klasse', '2. Klasse', '3. Klasse', '4. Klasse']",Bildkarten,Sek I Gymnasium,hybrid,0,21.33,Eggs,16.90082098192882,7,0.40043086707382547,168,author_0075,Basteln - Bildkarten,"1. Klasse, 2. Klasse, 3. Klasse, 4. Klasse"
mat_003661,Englisch,Sprechen,"['7. Klasse', '8. Klasse']",Merkblätter,Sek II,hybrid,0,16.28,Innovators,215.6057772509738,6,2.2317877028730195,276,author_0337,Sprechen - Merkblätter,"7. Klasse, 8. Klasse"
mat_003662,Kunst,Werken,"['2. Klasse', '3. Klasse', '4. Klasse']",Interaktives Material,Kita / Vorschule,interactive,0,14.65,Dragon,91.1749359635173,8,2.9126047185201824,1087,author_0863,Werken - Interaktives Material,"2. Klasse, 3. Klasse, 4. Klasse"
mat_003663,Englisch,Grammatik,['6. Klasse'],Experimente,Berufsschule,standalone,1,7.102365972552592,Dragon,272.62490479027286,36,2.597794050616135,975,author_0088,Grammatik - Sparpaket,6. Klasse
mat_003664,Deutsch,Schreiben,['11. Klasse'],Test,Berufsschule,interactive,0,17.87,Dragon,10.792445219050945,7,5.718134607961622,678,author_0950,Schreiben - Test,11. Klasse
mat_003665,Fachunterricht,Erdkunde,"['4. Klasse', '5. Klasse', '6. Klasse']",Arbeitsblätter,Sek I Gymnasium,hybrid,0,8.08,Cub,78.36410883895505,13,0.18023931845400742,888,author_0701,Erdkunde - Arbeitsblätter,"4. Klasse, 5. Klasse, 6. Klasse"
mat_003666,Fachunterricht,Religion,['1. Klasse'],Unterrichtsreihen,Sek I Gymnasium,standalone,0,4.54,Bear,153.92639045128192,13,4.014628327232208,584,author_0490,Religion - Unterrichtsreihen,1. Klasse
mat_003667,Mathematik,Funktionen,"['3. Klasse', '4. Klasse']",Interaktives Material,Berufsschule,interactive,0,10.7,Eggs,110.62306199419316,9,1.301468928493564,389,author_0387,Funktionen - Interaktives Material,"3. Klasse, 4. Klasse"
mat_003668,Kunst,Basteln,"['1. Klasse', '2. Klasse']",Spiele,Kita / Vorschule,interactive,0,2.68,Innovators,13.375356040599579,5,3.856746222045895,240,author_0291,Basteln - Spiele,"1. Klasse, 2. Klasse"
mat_003669,Englisch,Leseverstehen,"['4. Klasse', '5. Klasse', '6. Klasse']",Spiele,Sek II,hybrid,1,11.048423791259845,Dragon,146.89619446544296,24,7.462517173916442,388,author_0009,Leseverstehen - Sparpaket,"4. Klasse, 5. Klasse, 6. Klasse"
mat_003670,Mathematik,Zahlen & Operationen,['2. Klasse'],Stundenentwürfe,Sek I Gymnasium,interactive,0,2.19,Innovators,34.45483656872851,5,2.5135764845137865,612,author_0589,Zahlen & Operationen - Stundenentwürfe,2. Klasse
mat_003671,Fachunterricht,Religion,['5. Klasse'],Quiz,Kita / Vorschule,standalone,0,6.3,Eggs,59.342090610018325,8,10.512480955404778,107,author_0695,Religion - Quiz,5. Klasse
mat_003672,Englisch,Leseverstehen,"['11. Klasse', '12. Klasse']",Spiele,Berufsschule,interactive,0,8.43,Cub,82.24288654490682,7,3.1944899185896243,110,author_0410,Leseverstehen - Spiele,"11. Klasse, 12. Klasse"
mat_003673,Mathematik,Funktionen,"['9. Klasse', '10. Klasse', '11. Klasse']",Experimente,Sek I Mittlere Schulform,standalone,0,1.28,Dragon,57.11344106723231,8,3.7745414209799084,1016,author_0723,Funktionen - Experimente,"9. Klasse, 10. Klasse, 11. Klasse"
mat_003674,Mathematik,Grundrechenarten,['8. Klasse'],Videos,Grundschule,interactive,1,18.712044810510996,Innovators,7.069314335695771,60,4.722468151767104,1028,author_0120,Grundrechenarten - Sparpaket,8. Klasse
mat_003675,Mathematik,Funktionen,['8. Klasse'],Fördermaterial/Inklusion,Kita / Vorschule,hybrid,0,17.76,Cub,30.296386910471856,9,5.932282265473462,843,author_0071,Funktionen - Fördermaterial/Inklusion,8. Klasse
mat_003676,Deutsch,Lesen,"['4. Klasse', '5. Klasse', '6. Klasse', '7. Klasse']",Merkblätter,Sek II,hybrid,1,8.659742509946181,Eggs,0.8226418664066114,28,2.7639244366493565,740,author_0864,Lesen - Sparpaket,"4. Klasse, 5. Klasse, 6. Klasse, 7. Klasse"
mat_003677,Fachunterricht,Chemie,"['6. Klasse', '7. Klasse', '8. Klasse', '9. Klasse']",Arbeitsblätter,Sek I Mittlere Schulform,standalone,0,1.56,Eggs,50.797173673312,15,3.6056686613195685,351,author_0895,Chemie - Arbeitsblätter,"6. Klasse, 7. Klasse, 8. Klasse, 9. Klasse"
mat_003678,Englisch,Wortschatz,['10. Klasse'],Quiz,Förderunterricht,hybrid,0,3.79,Cub,62.89012825319688,11,3.963510590800585,692,author_0044,Wortschatz - Quiz,10. Klasse
mat_003679,Deutsch,Lesen,['11. Klasse'],Stationenlernen,Grundschule,hybrid,0,18.18,Innovators,96.4566803918487,9,3.0210648998551273,295,author_0801,Lesen - Stationenlernen,11. Klasse
mat_003680,Kunst,Theorie,"['3. Klasse', '4. Klasse']",Stationenlernen,Förderunterricht,hybrid,0,2.18,Eggs,18.019060792803117,14,2.722994312321404,171,author_0576,Theorie - Stationenlernen,"3. Klasse, 4. Klasse"
mat_003681,Deutsch,Sprechen & Zuhören,['3. Klasse'],Fördermaterial/Inklusion,Sek I Gymnasium,interactive,1,31.546866258333946,Innovators,15.163568107559518,84,5.223709200610591,783,author_0398,Sprechen & Zuhören - Sparpaket,3. Klasse
mat_003682,Deutsch,Schreiben,['9. Klasse'],Spiele,Sek I Mittlere Schulform,standalone,0,2.88,Dragon,19.938983388245187,14,1.562970650291523,17,author_0316,Schreiben - Spiele,9. Klasse
mat_003683,Fachunterricht,Biologie,"['5. Klasse', '6. Klasse', '7. Klasse']",Videos,Kita / Vorschule,interactive,0,6.56,Eggs,8.541320230846267,8,5.794231503725682,180,author_0407,Biologie - Videos,"5. Klasse, 6. Klasse, 7. Klasse"
mat_003684,Deutsch,Anfangsunterricht,['1. Klasse'],Arbeitsblätter,Sek II,interactive,0,5.01,Innovators,77.48576971062202,8,3.021748877103663,533,author_0702,Anfangsunterricht - Arbeitsblätter,1. Klasse
