user_id,primary_subject,primary_grades,primary_grades_str,secondary_subjects,secondary_subjects_str,school_type,price_sensitivity,engagement_style,experience_level,days_since_registration,avg_monthly_purchases,preferred_material_types
user_000750,Kunst,['13. Klasse'],13. Klasse,[],,Berufsschule,high,browser,experienced,547,6,"['Interaktives Material', 'Mal- und Bastelvorlagen']"
user_000751,Kunst,"['3. Klasse', '4. Klasse']","3. Klasse, 4. Klasse",['Deutsch'],Deutsch,Kita / Vorschule,medium,browser,experienced,481,3,"['Arbeitsblätter', 'Quiz']"
user_000752,Englisch,"['5. Klasse', '6. Klasse']","5. Klasse, 6. Klasse",[],,Grundschule,low,browser,expert,491,4,"['Merkblätter', 'Mal- und Bastelvorlagen', 'Arbeitsblätter']"
user_000753,Fachunterricht,"['11. Klasse', '12. Klasse']","11. Klasse, 12. Klasse","['Englisch', 'Deutsch']","Englisch, Deutsch",Kita / Vorschule,high,focused,experienced,701,5,"['Klassenarbeiten', 'Interaktives Material']"
user_000754,Englisch,"['12. Klasse', '13. Klasse']","12. Klasse, 13. Klasse",['Fachunterricht'],Fachunterricht,Berufsschule,high,focused,expert,139,7,"['Unterrichtsreihen', 'Merkblätter', 'Videos']"
user_000755,Fachunterricht,"['1. Klasse', '2. Klasse', '3. Klasse']","1. Klasse, 2. Klasse, 3. Klasse",['Mathematik'],Mathematik,Förderunterricht,medium,focused,experienced,198,3,"['Interaktives Material', 'Videos', 'Arbeitsblätter']"
user_000756,Englisch,['9. Klasse'],9. Klasse,[],,Sek II,medium,browser,experienced,158,6,"['Stationenlernen', 'Videos', 'Unterrichtsreihen']"
user_000757,Kunst,"['1. Klasse', '2. Klasse', '3. Klasse']","1. Klasse, 2. Klasse, 3. Klasse",[],,Berufsschule,low,focused,novice,501,4,"['Merkblätter', 'Stationenlernen']"
user_000758,Fachunterricht,"['4. Klasse', '5. Klasse', '6. Klasse']","4. Klasse, 5. Klasse, 6. Klasse","['Mathematik', 'Kunst']","Mathematik, Kunst",Sek II,medium,power_user,experienced,550,3,"['Interaktives Material', 'Bildkarten', 'Unterrichtsreihen']"
user_000759,Mathematik,"['9. Klasse', '10. Klasse', '11. Klasse']","9. Klasse, 10. Klasse, 11. Klasse",[],,Kita / Vorschule,medium,focused,experienced,424,1,"['Spiele', 'Interaktives Material', 'Bildkarten', 'Quiz']"
user_000760,Fachunterricht,"['3. Klasse', '4. Klasse', '5. Klasse']","3. Klasse, 4. Klasse, 5. Klasse",['Englisch'],Englisch,Berufsschule,low,browser,expert,192,5,"['Interaktives Material', 'Fördermaterial/Inklusion', 'Videos']"
user_000761,Kunst,"['7. Klasse', '8. Klasse']","7. Klasse, 8. Klasse",['Fachunterricht'],Fachunterricht,Grundschule,low,focused,experienced,347,3,"['Spiele', 'Fördermaterial/Inklusion']"
user_000762,Mathematik,['10. Klasse'],10. Klasse,[],,Kita / Vorschule,medium,power_user,expert,108,3,"['Merkblätter', 'Klassenarbeiten', 'Fördermaterial/Inklusion', 'Interaktives Material']"
user_000763,Fachunterricht,"['7. Klasse', '8. Klasse']","7. Klasse, 8. Klasse",['Englisch'],Englisch,Förderunterricht,medium,browser,experienced,481,4,"['Mal- und Bastelvorlagen', 'Stundenentwürfe', 'Merkblätter']"
user_000764,Mathematik,"['2. Klasse', '3. Klasse', '4. Klasse']","2. Klasse, 3. Klasse, 4. Klasse",['Englisch'],Englisch,Berufsschule,high,browser,experienced,531,5,"['Klassenarbeiten', 'Arbeitsblätter']"
user_000765,Kunst,['4. Klasse'],4. Klasse,[],,Grundschule,high,browser,experienced,463,4,"['Interaktives Material', 'Fördermaterial/Inklusion', 'Quiz']"
user_000766,Deutsch,"['5. Klasse', '6. Klasse']","5. Klasse, 6. Klasse",['Mathematik'],Mathematik,Berufsschule,low,focused,experienced,346,3,"['Bildkarten', 'Stationenlernen', 'Präsentationen/Tafelbilder', 'Test']"
user_000767,Englisch,"['9. Klasse', '10. Klasse']","9. Klasse, 10. Klasse",['Deutsch'],Deutsch,Berufsschule,low,browser,experienced,183,4,"['Videos', 'Arbeitsblätter', 'Bildkarten']"
user_000768,Fachunterricht,['7. Klasse'],7. Klasse,"['Deutsch', 'Englisch']","Deutsch, Englisch",Sek I Gymnasium,low,browser,experienced,288,2,"['Interaktives Material', 'Unterrichtsreihen']"
user_000769,Deutsch,"['3. Klasse', '4. Klasse']","3. Klasse, 4. Klasse",[],,Sek I Gymnasium,low,browser,novice,330,5,"['Spiele', 'Test']"
user_000770,Kunst,['4. Klasse'],4. Klasse,['Fachunterricht'],Fachunterricht,Berufsschule,medium,power_user,experienced,75,4,"['Präsentationen/Tafelbilder', 'Quiz', 'Stundenentwürfe']"
user_000771,Deutsch,"['1. Klasse', '2. Klasse']","1. Klasse, 2. Klasse",['Fachunterricht'],Fachunterricht,Berufsschule,high,browser,experienced,617,5,"['Interaktives Material', 'Klassenarbeiten']"
user_000772,Fachunterricht,['7. Klasse'],7. Klasse,['Kunst'],Kunst,Grundschule,low,browser,novice,38,6,"['Spiele', 'Bildkarten', 'Arbeitsblätter']"
user_000773,Fachunterricht,['12. Klasse'],12. Klasse,"['Mathematik', 'Englisch']","Mathematik, Englisch",Förderunterricht,high,browser,novice,244,4,"['Videos', 'Präsentationen/Tafelbilder', 'Experimente']"
user_000774,Deutsch,['5. Klasse'],5. Klasse,"['Fachunterricht', 'Kunst']","Fachunterricht, Kunst",Sek II,low,browser,expert,121,4,"['Merkblätter', 'Stationenlernen', 'Bildkarten']"
user_000775,Kunst,"['7. Klasse', '8. Klasse']","7. Klasse, 8. Klasse","['Deutsch', 'Fachunterricht']","Deutsch, Fachunterricht",Sek I Gymnasium,medium,browser,expert,498,5,"['Arbeitsblätter', 'Quiz', 'Test']"
user_000776,Deutsch,"['12. Klasse', '13. Klasse']","12. Klasse, 13. Klasse",[],,Kita / Vorschule,high,browser,novice,616,2,"['Unterrichtsreihen', 'Spiele']"
user_000777,Mathematik,"['4. Klasse', '5. Klasse']","4. Klasse, 5. Klasse",[],,Sek I Gymnasium,low,power_user,novice,546,3,"['Interaktives Material', 'Bildkarten', 'Stundenentwürfe']"
user_000778,Kunst,['2. Klasse'],2. Klasse,['Deutsch'],Deutsch,Sek II,medium,power_user,experienced,209,2,"['Fördermaterial/Inklusion', 'Stationenlernen']"
user_000779,Fachunterricht,"['10. Klasse', '11. Klasse', '12. Klasse']","10. Klasse, 11. Klasse, 12. Klasse",['Mathematik'],Mathematik,Kita / Vorschule,low,browser,experienced,249,3,"['Arbeitsblätter', 'Quiz', 'Bildkarten']"
user_000780,Kunst,"['7. Klasse', '8. Klasse']","7. Klasse, 8. Klasse",['Mathematik'],Mathematik,Sek II,high,focused,novice,215,2,"['Klassenarbeiten', 'Videos']"
user_000781,Englisch,['6. Klasse'],6. Klasse,['Mathematik'],Mathematik,Förderunterricht,high,focused,novice,192,4,"['Arbeitsblätter', 'Interaktives Material', 'Bildkarten', 'Präsentationen/Tafelbilder']"
user_000782,Fachunterricht,"['9. Klasse', '10. Klasse', '11. Klasse']","9. Klasse, 10. Klasse, 11. Klasse",['Kunst'],Kunst,Berufsschule,medium,browser,experienced,370,3,"['Stundenentwürfe', 'Videos']"
user_000783,Mathematik,"['4. Klasse', '5. Klasse', '6. Klasse']","4. Klasse, 5. Klasse, 6. Klasse",[],,Grundschule,high,browser,expert,505,4,"['Mal- und Bastelvorlagen', 'Stundenentwürfe', 'Videos']"
user_000784,Fachunterricht,"['5. Klasse', '6. Klasse']","5. Klasse, 6. Klasse","['Mathematik', 'Deutsch']","Mathematik, Deutsch",Kita / Vorschule,medium,focused,experienced,696,3,"['Interaktives Material', 'Quiz']"
user_000785,Deutsch,"['7. Klasse', '8. Klasse']","7. Klasse, 8. Klasse","['Englisch', 'Mathematik']","Englisch, Mathematik",Sek II,high,power_user,novice,313,4,"['Stationenlernen', 'Präsentationen/Tafelbilder', 'Fördermaterial/Inklusion']"
user_000786,Mathematik,['3. Klasse'],3. Klasse,"['Deutsch', 'Fachunterricht']","Deutsch, Fachunterricht",Kita / Vorschule,high,browser,experienced,600,2,"['Quiz', 'Spiele', 'Interaktives Material', 'Test']"
user_000787,Deutsch,['5. Klasse'],5. Klasse,[],,Sek I Mittlere Schulform,medium,browser,novice,190,4,"['Unterrichtsreihen', 'Arbeitsblätter']"
user_000788,Mathematik,['3. Klasse'],3. Klasse,"['Fachunterricht', 'Kunst']","Fachunterricht, Kunst",Kita / Vorschule,medium,browser,experienced,213,5,"['Stationenlernen', 'Präsentationen/Tafelbilder']"
user_000789,Fachunterricht,"['8. Klasse', '9. Klasse']","8. Klasse, 9. Klasse",[],,Förderunterricht,high,power_user,experienced,134,3,"['Mal- und Bastelvorlagen', 'Quiz', 'Stundenentwürfe']"
user_000790,Englisch,"['1. Klasse', '2. Klasse', '3. Klasse']","1. Klasse, 2. Klasse, 3. Klasse",[],,Sek I Mittlere Schulform,medium,browser,experienced,693,9,"['Stundenentwürfe', 'Bildkarten', 'Interaktives Material']"
user_000791,Englisch,"['4. Klasse', '5. Klasse']","4. Klasse, 5. Klasse",['Fachunterricht'],Fachunterricht,Grundschule,low,focused,experienced,632,5,"['Test', 'Bildkarten']"
user_000792,Mathematik,"['7. Klasse', '8. Klasse', '9. Klasse']","7. Klasse, 8. Klasse, 9. Klasse","['Deutsch', 'Fachunterricht']","Deutsch, Fachunterricht",Förderunterricht,high,focused,novice,353,4,"['Präsentationen/Tafelbilder', 'Stundenentwürfe']"
user_000793,Fachunterricht,"['7. Klasse', '8. Klasse']","7. Klasse, 8. Klasse",[],,Sek II,high,focused,novice,430,4,"['Unterrichtsreihen', 'Videos', 'Interaktives Material', 'Klassenarbeiten']"
user_000794,Kunst,"['4. Klasse', '5. Klasse']","4. Klasse, 5. Klasse",['Englisch'],Englisch,Kita / Vorschule,low,browser,experienced,272,3,"['Bildkarten', 'Klassenarbeiten', 'Test', 'Interaktives Material']"
user_000795,Mathematik,"['7. Klasse', '8. Klasse']","7. Klasse, 8. Klasse","['Englisch', 'Kunst']","Englisch, Kunst",Sek I Gymnasium,low,focused,experienced,181,4,"['Videos', 'Merkblätter', 'Stationenlernen']"
user_000796,Fachunterricht,"['2. Klasse', '3. Klasse']","2. Klasse, 3. Klasse",[],,Sek I Gymnasium,medium,focused,novice,191,3,"['Spiele', 'Quiz']"
user_000797,Deutsch,"['12. Klasse', '13. Klasse']","12. Klasse, 13. Klasse","['Mathematik', 'Fachunterricht']","Mathematik, Fachunterricht",Sek II,low,power_user,novice,81,5,"['Fördermaterial/Inklusion', 'Präsentationen/Tafelbilder', 'Videos']"
user_000798,Mathematik,"['5. Klasse', '6. Klasse']","5. Klasse, 6. Klasse","['Kunst', 'Fachunterricht']","Kunst, Fachunterricht",Förderunterricht,medium,browser,experienced,334,5,"['Klassenarbeiten', 'Merkblätter', 'Quiz', 'Unterrichtsreihen']"
user_000799,Deutsch,"['7. Klasse', '8. Klasse', '9. Klasse']","7. Klasse, 8. Klasse, 9. Klasse",[],,Grundschule,medium,browser,experienced,519,4,"['Klassenarbeiten', 'Stationenlernen', 'Test']"
user_000800,Deutsch,"['6. Klasse', '7. Klasse']","6. Klasse, 7. Klasse",['Kunst'],Kunst,Berufsschule,medium,focused,experienced,292,4,"['Mal- und Bastelvorlagen', 'Merkblätter']"
user_000801,Deutsch,"['6. Klasse', '7. Klasse']","6. Klasse, 7. Klasse",[],,Sek I Gymnasium,medium,browser,novice,122,4,"['Merkblätter', 'Stundenentwürfe', 'Videos']"
user_000802,Kunst,"['7. Klasse', '8. Klasse']","7. Klasse, 8. Klasse",[],,Sek I Mittlere Schulform,low,focused,experienced,592,2,"['Arbeitsblätter', 'Experimente', 'Mal- und Bastelvorlagen']"
user_000803,Fachunterricht,"['3. Klasse', '4. Klasse', '5. Klasse']","3. Klasse, 4. Klasse, 5. Klasse",['Kunst'],Kunst,Grundschule,low,browser,novice,264,6,"['Quiz', 'Spiele', 'Unterrichtsreihen']"
user_000804,Deutsch,"['9. Klasse', '10. Klasse']","9. Klasse, 10. Klasse",['Fachunterricht'],Fachunterricht,Sek I Gymnasium,high,browser,experienced,580,3,"['Experimente', 'Fördermaterial/Inklusion', 'Quiz']"
user_000805,Mathematik,"['1. Klasse', '2. Klasse', '3. Klasse']","1. Klasse, 2. Klasse, 3. Klasse",['Englisch'],Englisch,Grundschule,low,power_user,experienced,89,4,"['Stundenentwürfe', 'Test']"
user_000806,Deutsch,"['2. Klasse', '3. Klasse', '4. Klasse']","2. Klasse, 3. Klasse, 4. Klasse",['Englisch'],Englisch,Sek I Mittlere Schulform,medium,focused,novice,688,4,"['Merkblätter', 'Stationenlernen']"
user_000807,Englisch,"['2. Klasse', '3. Klasse']","2. Klasse, 3. Klasse",[],,Sek I Gymnasium,medium,focused,novice,705,4,"['Fördermaterial/Inklusion', 'Videos', 'Bildkarten']"
user_000808,Deutsch,"['3. Klasse', '4. Klasse', '5. Klasse']","3. Klasse, 4. Klasse, 5. Klasse",['Englisch'],Englisch,Förderunterricht,low,focused,novice,253,4,"['Stationenlernen', 'Bildkarten', 'Quiz']"
user_000809,Deutsch,"['4. Klasse', '5. Klasse', '6. Klasse']","4. Klasse, 5. Klasse, 6. Klasse",['Mathematik'],Mathematik,Grundschule,low,focused,experienced,113,4,"['Stundenentwürfe', 'Spiele', 'Bildkarten']"
user_000810,Fachunterricht,"['7. Klasse', '8. Klasse']","7. Klasse, 8. Klasse",['Englisch'],Englisch,Förderunterricht,low,browser,novice,658,4,"['Videos', 'Test', 'Fördermaterial/Inklusion']"
user_000811,Englisch,"['1. Klasse', '2. Klasse']","1. Klasse, 2. Klasse","['Mathematik', 'Deutsch']","Mathematik, Deutsch",Berufsschule,medium,focused,novice,649,4,"['Unterrichtsreihen', 'Mal- und Bastelvorlagen', 'Bildkarten', 'Spiele']"
user_000812,Kunst,"['5. Klasse', '6. Klasse']","5. Klasse, 6. Klasse",[],,Kita / Vorschule,medium,browser,expert,648,5,"['Interaktives Material', 'Stundenentwürfe']"
user_000813,Kunst,['3. Klasse'],3. Klasse,"['Deutsch', 'Mathematik']","Deutsch, Mathematik",Kita / Vorschule,high,power_user,novice,33,5,"['Mal- und Bastelvorlagen', 'Stundenentwürfe', 'Präsentationen/Tafelbilder', 'Bildkarten']"
user_000814,Englisch,"['3. Klasse', '4. Klasse']","3. Klasse, 4. Klasse","['Fachunterricht', 'Deutsch']","Fachunterricht, Deutsch",Sek II,medium,focused,experienced,217,2,"['Fördermaterial/Inklusion', 'Merkblätter', 'Unterrichtsreihen']"
user_000815,Mathematik,"['5. Klasse', '6. Klasse', '7. Klasse']","5. Klasse, 6. Klasse, 7. Klasse",[],,Berufsschule,high,focused,experienced,729,3,"['Experimente', 'Merkblätter']"
user_000816,Englisch,"['3. Klasse', '4. Klasse']","3. Klasse, 4. Klasse",[],,Sek I Gymnasium,high,browser,experienced,471,4,"['Interaktives Material', 'Experimente', 'Quiz', 'Videos']"
user_000817,Mathematik,"['3. Klasse', '4. Klasse', '5. Klasse']","3. Klasse, 4. Klasse, 5. Klasse",['Kunst'],Kunst,Förderunterricht,high,focused,experienced,707,3,"['Videos', 'Merkblätter', 'Arbeitsblätter']"
user_000818,Englisch,['1. Klasse'],1. Klasse,[],,Grundschule,high,focused,expert,575,6,"['Unterrichtsreihen', 'Test', 'Bildkarten', 'Arbeitsblätter']"
user_000819,Kunst,['6. Klasse'],6. Klasse,"['Mathematik', 'Fachunterricht']","Mathematik, Fachunterricht",Grundschule,medium,focused,experienced,83,2,"['Präsentationen/Tafelbilder', 'Videos']"
user_000820,Englisch,['13. Klasse'],13. Klasse,[],,Sek I Mittlere Schulform,medium,power_user,expert,470,7,"['Spiele', 'Klassenarbeiten', 'Quiz']"
user_000821,Mathematik,"['3. Klasse', '4. Klasse']","3. Klasse, 4. Klasse",[],,Berufsschule,low,browser,novice,683,7,"['Präsentationen/Tafelbilder', 'Fördermaterial/Inklusion', 'Interaktives Material', 'Unterrichtsreihen']"
user_000822,Kunst,['12. Klasse'],12. Klasse,"['Englisch', 'Fachunterricht']","Englisch, Fachunterricht",Berufsschule,medium,focused,experienced,638,2,"['Experimente', 'Arbeitsblätter', 'Präsentationen/Tafelbilder']"
user_000823,Fachunterricht,['7. Klasse'],7. Klasse,['Deutsch'],Deutsch,Sek I Gymnasium,high,power_user,experienced,157,6,"['Präsentationen/Tafelbilder', 'Klassenarbeiten', 'Stundenentwürfe', 'Videos']"
user_000824,Englisch,"['8. Klasse', '9. Klasse']","8. Klasse, 9. Klasse",['Fachunterricht'],Fachunterricht,Sek I Mittlere Schulform,medium,focused,experienced,194,7,"['Merkblätter', 'Fördermaterial/Inklusion', 'Spiele']"
user_000825,Deutsch,['10. Klasse'],10. Klasse,"['Mathematik', 'Kunst']","Mathematik, Kunst",Sek II,low,focused,novice,484,5,"['Stationenlernen', 'Quiz']"
user_000826,Englisch,"['5. Klasse', '6. Klasse']","5. Klasse, 6. Klasse",['Kunst'],Kunst,Berufsschule,low,browser,novice,121,3,"['Stundenentwürfe', 'Unterrichtsreihen', 'Arbeitsblätter', 'Stationenlernen']"
user_000827,Fachunterricht,['8. Klasse'],8. Klasse,['Deutsch'],Deutsch,Sek I Gymnasium,medium,browser,novice,442,4,"['Test', 'Klassenarbeiten', 'Präsentationen/Tafelbilder', 'Experimente']"
user_000828,Fachunterricht,['2. Klasse'],2. Klasse,"['Mathematik', 'Kunst']","Mathematik, Kunst",Sek I Mittlere Schulform,high,focused,experienced,343,4,"['Stationenlernen', 'Unterrichtsreihen']"
user_000829,Englisch,"['10. Klasse', '11. Klasse']","10. Klasse, 11. Klasse","['Kunst', 'Deutsch']","Kunst, Deutsch",Sek I Gymnasium,medium,focused,novice,728,5,"['Spiele', 'Stationenlernen', 'Präsentationen/Tafelbilder']"
user_000830,Mathematik,"['12. Klasse', '13. Klasse']","12. Klasse, 13. Klasse",['Kunst'],Kunst,Sek I Gymnasium,medium,power_user,experienced,662,1,"['Stationenlernen', 'Videos', 'Stundenentwürfe']"
user_000831,Deutsch,"['10. Klasse', '11. Klasse']","10. Klasse, 11. Klasse",['Englisch'],Englisch,Sek I Gymnasium,medium,focused,expert,432,1,"['Fördermaterial/Inklusion', 'Videos', 'Interaktives Material']"
user_000832,Englisch,"['9. Klasse', '10. Klasse']","9. Klasse, 10. Klasse",['Mathematik'],Mathematik,Sek I Gymnasium,medium,focused,novice,589,4,"['Stundenentwürfe', 'Quiz']"
user_000833,Deutsch,"['8. Klasse', '9. Klasse']","8. Klasse, 9. Klasse",['Mathematik'],Mathematik,Berufsschule,high,browser,expert,323,3,"['Stationenlernen', 'Arbeitsblätter', 'Experimente']"
user_000834,Englisch,"['5. Klasse', '6. Klasse']","5. Klasse, 6. Klasse",[],,Sek I Gymnasium,low,browser,experienced,520,5,"['Klassenarbeiten', 'Quiz', 'Arbeitsblätter']"
user_000835,Kunst,['7. Klasse'],7. Klasse,['Englisch'],Englisch,Sek I Mittlere Schulform,high,power_user,expert,301,2,"['Klassenarbeiten', 'Arbeitsblätter', 'Merkblätter']"
user_000836,Fachunterricht,"['11. Klasse', '12. Klasse', '13. Klasse']","11. Klasse, 12. Klasse, 13. Klasse",['Kunst'],Kunst,Sek I Mittlere Schulform,medium,browser,experienced,282,4,"['Arbeitsblätter', 'Merkblätter', 'Test', 'Stationenlernen']"
user_000837,Englisch,['13. Klasse'],13. Klasse,['Deutsch'],Deutsch,Sek I Mittlere Schulform,high,browser,experienced,489,9,"['Stationenlernen', 'Videos', 'Bildkarten']"
user_000838,Mathematik,"['10. Klasse', '11. Klasse']","10. Klasse, 11. Klasse","['Englisch', 'Kunst']","Englisch, Kunst",Kita / Vorschule,medium,power_user,experienced,518,3,"['Experimente', 'Fördermaterial/Inklusion', 'Stationenlernen']"
user_000839,Englisch,['12. Klasse'],12. Klasse,[],,Berufsschule,medium,power_user,expert,405,5,"['Präsentationen/Tafelbilder', 'Arbeitsblätter', 'Quiz']"
user_000840,Mathematik,['2. Klasse'],2. Klasse,[],,Sek II,medium,focused,experienced,279,7,"['Experimente', 'Quiz', 'Mal- und Bastelvorlagen']"
user_000841,Fachunterricht,"['11. Klasse', '12. Klasse']","11. Klasse, 12. Klasse",['Deutsch'],Deutsch,Kita / Vorschule,low,browser,experienced,219,5,"['Merkblätter', 'Klassenarbeiten', 'Experimente']"
user_000842,Mathematik,['8. Klasse'],8. Klasse,"['Englisch', 'Fachunterricht']","Englisch, Fachunterricht",Kita / Vorschule,high,focused,novice,697,5,"['Unterrichtsreihen', 'Stundenentwürfe', 'Präsentationen/Tafelbilder']"
user_000843,Englisch,['1. Klasse'],1. Klasse,['Fachunterricht'],Fachunterricht,Grundschule,medium,focused,novice,392,3,"['Test', 'Merkblätter', 'Arbeitsblätter', 'Bildkarten']"
user_000844,Fachunterricht,"['11. Klasse', '12. Klasse']","11. Klasse, 12. Klasse","['Englisch', 'Kunst']","Englisch, Kunst",Sek I Gymnasium,medium,focused,experienced,423,4,"['Interaktives Material', 'Präsentationen/Tafelbilder', 'Test']"
user_000845,Englisch,"['6. Klasse', '7. Klasse']","6. Klasse, 7. Klasse",['Kunst'],Kunst,Förderunterricht,high,power_user,novice,580,2,"['Experimente', 'Bildkarten', 'Quiz']"
user_000846,Englisch,"['10. Klasse', '11. Klasse']","10. Klasse, 11. Klasse",['Deutsch'],Deutsch,Berufsschule,medium,focused,experienced,409,5,"['Stundenentwürfe', 'Klassenarbeiten', 'Videos']"
user_000847,Deutsch,"['7. Klasse', '8. Klasse']","7. Klasse, 8. Klasse",[],,Grundschule,medium,focused,novice,459,3,"['Test', 'Fördermaterial/Inklusion', 'Unterrichtsreihen']"
user_000848,Englisch,"['11. Klasse', '12. Klasse', '13. Klasse']","11. Klasse, 12. Klasse, 13. Klasse",[],,Förderunterricht,high,focused,novice,531,5,"['Mal- und Bastelvorlagen', 'Stationenlernen', 'Videos']"
user_000849,Kunst,['3. Klasse'],3. Klasse,['Englisch'],Englisch,Sek I Gymnasium,medium,focused,experienced,599,3,"['Mal- und Bastelvorlagen', 'Quiz']"
user_000850,Deutsch,"['10. Klasse', '11. Klasse']","10. Klasse, 11. Klasse",['Mathematik'],Mathematik,Grundschule,low,browser,expert,227,3,"['Fördermaterial/Inklusion', 'Arbeitsblätter', 'Test']"
user_000851,Mathematik,['8. Klasse'],8. Klasse,"['Deutsch', 'Englisch']","Deutsch, Englisch",Sek I Mittlere Schulform,medium,power_user,expert,260,4,"['Fördermaterial/Inklusion', 'Videos']"
user_000852,Fachunterricht,"['10. Klasse', '11. Klasse']","10. Klasse, 11. Klasse","['Deutsch', 'Englisch']","Deutsch, Englisch",Förderunterricht,medium,focused,expert,158,3,"['Spiele', 'Interaktives Material']"
user_000853,Kunst,['10. Klasse'],10. Klasse,"['Mathematik', 'Fachunterricht']","Mathematik, Fachunterricht",Grundschule,medium,power_user,expert,454,5,"['Quiz', 'Arbeitsblätter']"
user_000854,Fachunterricht,"['7. Klasse', '8. Klasse']","7. Klasse, 8. Klasse",[],,Grundschule,medium,browser,experienced,319,2,"['Stationenlernen', 'Experimente', 'Videos']"
user_000855,Mathematik,['2. Klasse'],2. Klasse,"['Fachunterricht', 'Deutsch']","Fachunterricht, Deutsch",Grundschule,low,focused,experienced,154,2,"['Präsentationen/Tafelbilder', 'Unterrichtsreihen']"
user_000856,Fachunterricht,"['12. Klasse', '13. Klasse']","12. Klasse, 13. Klasse","['Kunst', 'Englisch']","Kunst, Englisch",Kita / Vorschule,low,focused,experienced,107,8,"['Arbeitsblätter', 'Unterrichtsreihen', 'Stationenlernen']"
user_000857,Fachunterricht,"['7. Klasse', '8. Klasse', '9. Klasse']","7. Klasse, 8. Klasse, 9. Klasse","['Mathematik', 'Deutsch']","Mathematik, Deutsch",Sek I Gymnasium,medium,browser,expert,423,3,"['Experimente', 'Merkblätter', 'Bildkarten', 'Arbeitsblätter']"
user_000858,Englisch,"['4. Klasse', '5. Klasse']","4. Klasse, 5. Klasse",['Mathematik'],Mathematik,Förderunterricht,medium,focused,expert,726,5,"['Stundenentwürfe', 'Unterrichtsreihen', 'Fördermaterial/Inklusion']"
user_000859,Englisch,"['1. Klasse', '2. Klasse', '3. Klasse']","1. Klasse, 2. Klasse, 3. Klasse",[],,Sek I Gymnasium,low,browser,novice,221,5,"['Mal- und Bastelvorlagen', 'Bildkarten', 'Experimente', 'Merkblätter']"
user_000860,Mathematik,"['2. Klasse', '3. Klasse']","2. Klasse, 3. Klasse",[],,Kita / Vorschule,medium,browser,experienced,648,5,"['Klassenarbeiten', 'Mal- und Bastelvorlagen', 'Unterrichtsreihen', 'Stundenentwürfe']"
user_000861,Fachunterricht,['8. Klasse'],8. Klasse,['Deutsch'],Deutsch,Sek I Mittlere Schulform,medium,focused,expert,632,4,"['Test', 'Stundenentwürfe', 'Merkblätter']"
user_000862,Kunst,"['9. Klasse', '10. Klasse', '11. Klasse']","9. Klasse, 10. Klasse, 11. Klasse",[],,Sek II,low,browser,expert,442,2,"['Arbeitsblätter', 'Stundenentwürfe', 'Videos']"
user_000863,Fachunterricht,"['10. Klasse', '11. Klasse']","10. Klasse, 11. Klasse",['Mathematik'],Mathematik,Kita / Vorschule,medium,power_user,experienced,443,2,"['Stationenlernen', 'Spiele', 'Stundenentwürfe', 'Präsentationen/Tafelbilder']"
user_000864,Kunst,"['4. Klasse', '5. Klasse', '6. Klasse']","4. Klasse, 5. Klasse, 6. Klasse",[],,Kita / Vorschule,medium,browser,novice,488,2,"['Test', 'Interaktives Material']"
user_000865,Mathematik,"['12. Klasse', '13. Klasse']","12. Klasse, 13. Klasse",['Fachunterricht'],Fachunterricht,Sek I Gymnasium,high,browser,novice,635,4,"['Bildkarten', 'Interaktives Material', 'Unterrichtsreihen', 'Stundenentwürfe']"
user_000866,Mathematik,"['10. Klasse', '11. Klasse']","10. Klasse, 11. Klasse",[],,Berufsschule,low,browser,experienced,438,3,"['Spiele', 'Experimente']"
user_000867,Englisch,['1. Klasse'],1. Klasse,"['Kunst', 'Deutsch']","Kunst, Deutsch",Förderunterricht,low,power_user,expert,130,2,"['Experimente', 'Test']"
user_000868,Mathematik,['2. Klasse'],2. Klasse,"['Deutsch', 'Kunst']","Deutsch, Kunst",Kita / Vorschule,medium,browser,experienced,568,4,"['Fördermaterial/Inklusion', 'Merkblätter', 'Klassenarbeiten']"
user_000869,Englisch,['9. Klasse'],9. Klasse,[],,Kita / Vorschule,high,focused,expert,105,7,"['Stundenentwürfe', 'Unterrichtsreihen']"
user_000870,Fachunterricht,['11. Klasse'],11. Klasse,"['Kunst', 'Englisch']","Kunst, Englisch",Grundschule,medium,browser,novice,644,2,"['Klassenarbeiten', 'Fördermaterial/Inklusion', 'Stundenentwürfe']"
user_000871,Deutsch,"['6. Klasse', '7. Klasse']","6. Klasse, 7. Klasse",[],,Sek I Mittlere Schulform,medium,focused,experienced,470,4,"['Bildkarten', 'Stationenlernen', 'Quiz']"
user_000872,Kunst,"['3. Klasse', '4. Klasse']","3. Klasse, 4. Klasse","['Deutsch', 'Fachunterricht']","Deutsch, Fachunterricht",Berufsschule,high,power_user,experienced,641,10,"['Bildkarten', 'Merkblätter', 'Test']"
user_000873,Mathematik,['11. Klasse'],11. Klasse,[],,Sek II,medium,focused,novice,224,4,"['Videos', 'Mal- und Bastelvorlagen', 'Spiele', 'Stundenentwürfe']"
user_000874,Kunst,"['1. Klasse', '2. Klasse']","1. Klasse, 2. Klasse","['Fachunterricht', 'Mathematik']","Fachunterricht, Mathematik",Grundschule,low,focused,expert,614,2,"['Spiele', 'Merkblätter']"
